id,sentence1,label
6406,When I was told that I was selected to attend Medical Assistant Training .,joy
5797,I thought that the guy I had been associating with for over a year went out 2 or 3 times with a high school girl whom he claimed not to like .,disgust
5068,I failed to keep a promise and this had a serious effet on someone ' s problem .,guilt
1821,I unexpectedly got a present from my father .,joy
4827,When my family and I heard of the death of my grandfather . We had seen him a few weeks earlier and it seemed that he had just been waiting to see us .,sadness
5363,When a girl I knew aborted and threw the seven month foetus in a man - hole .,disgust
6798,I was the last among the list of failures in my class of Biology .,shame
2894,"One evening I was watching the news on TV . Again they were talking about the danger of war . Suddenly I imagined what it might mean for me , for my friends , for the people close to me . I felt it a very near and possible event .",fear
6834,"Make a mistake , offended my friend .",guilt
715,"A drunken friend of mine was beating up another friend , who was also drunk .",anger
6182,"When I got low marks in the final year B . Sc exams , I felt guilty as I had not worked hard because I had been roaming around with my friends .",guilt
544,"I fell on the ground while crossing the street . My cap covered my eyes and I felt quite "" difficult "" .",shame
853,Before important sports events .,fear
5194,When I dreamt that my family was in trouble and was facing many difficulties .,fear
895,"Thinking of the unknown , what happens at the moment of death , etc .",fear
1255,"When I realized that I had been wrong about a person close to me , because of pre - set ideas and prejudices .",shame
5285,When I went to see the dead body of my uncle . This was a very dramatic expreience as it was the first time that I entered a mortuary .,sadness
4230,"When I learned , after the ecography , that my mother was expecting a baby girl . That was what I wanted .",joy
6924,Being rude to somebody who was impolite to me .,shame
6484,It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities .,anger
7530,When I was studying in the library a pair of lovers were sitting next to me talking in an intense and soft voice . They were disturbing others .,disgust
3845,When I got my drivers licence .,joy
414,When I was told that I had not been successful in getting the job I had been expecting . I was sure that I was sufficiently qualified .,sadness
289,When I was on holiday someone vomited in front of me .,disgust
5181,"A few weeks back , as I was in a hurry to leave the house , I left some of my things lying around . This is something I never do . My uncle , who lives with us , as we live in a joint family , remarked that we were always doing things like this . This really got me mad .",anger
3152,"I felt the greatest burst of joy when after being heavily ill for a long period , my father came back home .",joy
5935,My best friend got married and left her home - town to go and live in Poona . After her wedding I felt sad .,sadness
4042,"I call my mother at least once a week . However last week I completely forgot . This morning she called me , she thought I felt ill .",guilt
5381,The government ' s announcement of the withdrawal of the student allowances in 1984 .,anger
1982,I walked in on a teenage patient of mine ( I work in a hospital ) as he was going through my office drawers and he had removed money from my purse .,anger
4276,To loose friends because of them over - estimating themselves .,disgust
822,Can ' t remember that feeling .,shame
3281,While intoxicated I invaded someone ' s ( a girl ' s ) personal space to a large extent .,shame
1305,One of my fellow students used questionable and unfair means to advance her studies faster than others . I detested her .,disgust
2543,When I needed another job and tought that a good and known person ( my employer ) could help me . He simply said that he couldn ' t help me .,disgust
3667,"I felt very sad when my boyfriend wanted to break our relationship . Our relationship lasted two years , we shared everything and all this was finished .",sadness
3198,A sour looking man was beating his thin dog in Remuera .,disgust
6146,"When I was detained one day in school , by the vice - principal , for indiscipline .",shame
1250,When I got a letter from home .,joy
3386,Stealing money from my parents when I was young .,shame
1037,"In the army , I had been in hospital for two weeks and as soon as I returned to the company , a sergeant ordered me to fetch a load on the tractor trailer .",disgust
6993,Beaten up by a classmate in school .,fear
7318,"Once at midnight , I was working alone at office and the phone suddenly rang .",fear
5500,After moving out of my apt . I took all the furniture and dishes and everything . It was mine but I took it all just to spite my roomies . We had a few ( a lot ) of disagreements . I felt guilt for moving out for the bad reasons .,guilt
6866,My sister marrying a bad man . He is cruel to her .,sadness
3280,When a close friend wilfully cheated me .,disgust
638,"There was a sofa in my flat which belonged to the old tenants who were acquaintances . It should have been picked up a year ago but they had postponed it . Eventually they decided on one date and I stayed at home despite the fact that I had other things to do . They did not come , nor did they call and they still have not got in touch with me .",anger
6629,When I had my first boyfriend .,joy
6151,A few months a close relative of mine died . I had never expected this to happen and was sad for a few months .,sadness
6999,Getting into this university to do medicine .,joy
454,"A late Saturday night I found myself locked in the central underground station of Stockholm with a group of 50 hard rockers who were drunk and equipped with various kinds of chains , etc .",fear
7628,Whenever I spoke to a female classmate I felt disgusted . She said meaningless things and seemed to indicate something to me but I did not love / like her .,disgust
5850,I overturned in a canoe a few years back and I didn ' t know how to swim . Although I had a life - jacket on I still panicked .,fear
836,"I woke up at the house of someone I knew , not remembering very much about what had been said or done during the party on the previous night .",shame
1869,"After I had had a disappointment in my private life , my friend , who studies in Vienna , came to see me spontaneously .",joy
4253,An old woman was violently thrown down the stairs of the tube by a group of louts .,anger
1058,When a friend of mine got drunk and started to blame and scorn my other friends and me .,disgust
90,When I complained about a colleague to the manager and he told her that someone had complained ; this colleague came to me believing that I liked her .,guilt
3775,When I failed the grade seven examination .,sadness
291,When I feigned sick leave from work .,guilt
1646,When I had drunk too much and nearly got an alcohol poisoning .,guilt
2390,When a person that I like very much got near to me .,joy
6072,"This was when I was being followed home every day from the campus , by a stranger . He would follow me to the campus and then sit outside my class . If I was not there he would ask my friends as to where I was . He was a dark , ominous looking person and I was terrified of him as I did not know his intentions . I reported him to the security officer , who turned him over to the police . I was even more petrified then .",fear
3965,A few weeks ago I thought about an exam I had to take soon . I remembered this just before I had to go to sleep . I felt guilt because at the beginning of the year I planned to succeed .,guilt
5607,"My peers didn ' t want me to meet someone during rush for fear that I would give her a bad outlook on our Sororoty house . I shouldn ' t have seen this , but they blew and I did .",anger
3418,NO RESPONSE .,anger
3293,My cat was sick and I had to take him to the vet to be put down - no one else there to do it .,sadness
3930,When I took the car of someone without saying it to him .,guilt
5303,When I heard that I had been selected fot the first year at the university of Zambia . This was after my form five at Chikola secondary school .,joy
6913,Walking alone in the dark in a strange street .,fear
80,I missed the last tram home and had to walk in the pouring rain .,sadness
3512,When I let my girlfriend use my essay to help her to write hers and the tutor found them alike .,shame
6875,"Sitting on the bus seats supposed for disabled people , children and old people ( by mistake )",shame
3653,My sister was in coma for 3 months ( due to a train accident ) . Now her brainfunctions are disturbed . She will never be able to walk and she can hardly talk .,sadness
6825,"My father promised to send me pocket money at the month - end since I wanted to buy a new pair of shoes when I was at secondary school , but he didn ' t .",disgust
6269,You may find out that I am stupid and not to let me do your experiment .,fear
2427,"One day I lent my tennis I just had washed to my sister because she asked it . I asked her not to soil it as I had just washed it . Next day I looked at the tennis , and it was dirty with wax . She could not have soiled it . It was lack of consideration . I felt very angry .",anger
4859,When I saw my family after a separation of one year .,joy
5226,When my elder sister had a baby girl . She was the first girl in the family after 19 years of baby boys .,joy
207,"Out of sheer curiosity , I went to see a pornographic movie in Copenhagen . The room was full of men , who panted and masturbated . Very disgusting .",disgust
3900,That I didn ' t take the time to make an appointment with someone .,guilt
4234,"One day I was going through the street door of my house , when a man asked me for a doctor . He then showed me his genitals and asked me to cure him myself .",disgust
4921,I got into a bad fight in a bar and my friend received a bad cut above his left eye while trying to separate us .,guilt
954,We were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate .,disgust
3639,"I had to leave Den Helder and all friends and acquaintences , after having spend two weeks there with my friends .",sadness
6502,"I once felt guilty when a certain passenger in the same ( ship , plane ? ) which I boarded when coming from home lost his 10t which in fact fell into my pocket unknowingly .",guilt
418,"[ Cycling in the spring sunshine gives me such delight . Happiness is to be healthy , my wonderful finance . Simply being here on earth . ]",joy
5656,A month ago when one of my fellow workers got a promotion over me . It was just a small promotion but recognition was involved .,anger
4872,When I took a small boy ' s share of choclale . He was our guest and so had been given a larger share of the sweets .,guilt
2765,I feel sad when I see things done against men and nothing could stop it - at least I think so .,sadness
2012,"Discovering a good friend had lied to me , resulting in a detrimental relationship with another person .",disgust
329,When I found out that the guy I was dating at a particular time had a steady relationship going on with someone else for a long time .,anger
4466,"When I was very young , one day , I kicked my grandmother and caused her an injury which took a long time to heal .",guilt
2206,An unjust calumny concerning me .,anger
6745,When a thief entered the house in which I was sleeping .,fear
1684,When we were on holidays my girl - friend had to leave me after 4 weeks and I had to stay in Turkey for some more weeks because I had a job there .,sadness
3188,"A Maori language oral test , yeaterday - Although I had studied intensely - once in the examiners room "" I blew it "" - I was so nervous I couldn ' t reply easily - It was very important , but I got only blankness .",fear
6221,It happened that my brother promised to give me money for school and then he told me that he had failed to fulfil his promise a day before school started . I became so angry for I thought my future would be ruined .,anger
3737,This week I was phoned by an old friend with whom I lost contact a few years ago .,joy
6038,My friend and I were to attend a very important meeting and he had promised to come and pick me up . But he did not turn up and I felt very angry at him .,anger
3078,When my first boyfriend left me . I tried not to let him understand I felt miserable .,sadness
4747,"When I heard that a close relative of mine had given birth at a very young age , in a very remote area and had had very few problems .",joy
884,Seeing a pornographic film when looking for a place to live .,disgust
1796,When my father died .,sadness
7104,Doing anatomy alone for the first time .,fear
250,[ No response . ],disgust
3651,"I was walking in the wood at night with my boyfriend . Very romantic . Suddenly I heard a car driving very slowly with the lights out , it looked as if they were looking for something .",fear
7130,I kicked the chair in the classroom to express my anger .,guilt
1941,"I was alone in my parents ' house , having made plans to spend the afternoon with a lover ( plans which the lover cancelled ) , watching a movie and considering my life and circumstances - pressures of examinations in particular .",sadness
1862,After I had been away for a long time a friend told me that I had passed all my written examinations .,joy
5159,I received a grade above average on a midterm ( chemistry ) and I expected onevery below average .,joy
5647,When I finally got a job after days of wondering whether I would be hired or not and counting on the money that it would bring .,joy
2130,Felt it after I spoke terribly ( got mad at ) the person who is the most important in my life .,shame
3427,At a party my best girlfriend got really drunk and went off with a guy she knows I really like .,disgust
154,"Observing someone in the cafeteria noisily gulping in his food , having extremely bad manners .",disgust
7315,When I was in the canteen of the United college I mistook a stranger for a classmate as I was not wearing my glasses . I realized that I had made this mistake when I saw him again carefully .,shame
4989,When I found out that someone close to me was flirting around .,disgust
4513,I saw a sort of black worm being attacked by many ants .,disgust
6805,Sometime back I was coming from the wards and lice were all over my uniform since patient ' s blankets have a lot of lice . It happened that my boyfriend picked some lice from my white uniform . I was so ashamed .,shame
7319,"When I was concentrating on my work , my friend disturbed me continously . I asked him to stop but in vain .",anger
1690,I was very hungry and just wanted to start eating when a friend called me who usually talks for a long time . I was angry because I was prevented from eating .,anger
5265,I went to the shopping centre to buy something and saw packets of Kapenta with maggots in them . Oh !,disgust
4617,When my girlfriend ' s nephew passed away .,sadness
3285,That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law .,anger
3683,"When my mother found a leaf of my diary where I had written about my mother ' s lack of education , especially her poor arithmetical insight .",shame
3662,I wrote a letter to my father to ventilate my bottled up feelings . Afterwards I thought it was too negative .,shame
116,When a dog is left whining outside a shop .,disgust
733,I failed to show up at an agreed date .,guilt
881,Afraid I wouldn ' t catch the train when I was going to see my sweetheart .,fear
1715,"When I still went to primary - school , I went on a ski - trip with my family . After skiing we went to a restaurant for lunch . Suddenly my father said that he had forgotten something in the car . He gave me the key and asked me to go and get it . I had difficulties with the key which was already bent . I asked my mother to help me . When she tried to turn the key it broke . We had no second key . My mother was blamed for all that and I did not say a word .",guilt
1304,The death of a close relative .,sadness
3288,Not having owned up to the responsibility an incident where family car received minor damage .,shame
5187,I was scared of water when I was a child .,fear
3549,A friend came to tell me that her father invited me to go on holiday with them in Benidorm otherwise I could not afford to go on holiday .,joy
2638,"When I don ' t say the truth , when I don ' t do a certain thing thanks to my laziness .",shame
5837,Same situation as before - having my car stolen .,anger
4510,"One night , I was alone at home . My fear was caused by some strange noises which put my imagination to work .",fear
2053,A friend of mine is having psychiatric problems because of his mother ' s death ages ago . He is really quiet and because it relates back to his childhood I feel sadness for him . He doesn ' t lead a normal life and it just seems unfair .,sadness
4895,When I was confronted by a policeman one night around 11 o ' clock . I was afraid when they threatened to take me and my girl to the gallows .,fear
3430,When my brother who has been out of New Zealand for 10 years came to visit with his wife which none of our family had previously met .,joy
6323,When I was going to take the practical exams .,fear
3951,I knew I had to take an exam very soon but yet I couldn ' t start studying . I also knew it was very imprtant to succeed the exam this time .,guilt
6226,When I heard a rumour that the 1st year exam results were out . I had fear that I might be one of the failures .,fear
340,When I lost something that was valuable to my sister .,guilt
7242,A friend came to visit me and I was not there .,guilt
4278,To force someone to do something that suits me .,guilt
7588,I went to a friend ' s baptism as she became a Christian after me and I realized that she was more enthusiastic about her spiritual life than I was . When I was with my brothers and sisters of Christ I had a guilty feeling which could not be dismissed easily . When pepole asked me as to when I would be baptised my guilt feeling deepened .,guilt
6025,"When my sister lost her only son , who was sixteen years old . I felt very bad about it as this was the first death in my family and then I learned slowly to understand to life .",sadness
3516,"I lent a text - book to a person I did not know very well , they lost the text - book and gave me no compensation .",anger
5188,When I get home late my father scolds me and this makes me angry .,anger
5453,Dead rat in the kitchen of the university .,disgust
5852,After my little sister ' s Graduation from High School my grandmother became very sick . She passed away a few months later .,sadness
4174,"When I pass exams , or when a close friend of mine recovered from an illness , etc .",joy
4452,"I had an argument with a friend of mine . She would not let me speak and then I began to shout at her . She got angry and left , I did not try to prevent her from leaving .",guilt
4909,When thieves broke into our neighbour ' s house and later we heard gunshots .,fear
6610,"My best friend started moving out with my boyfriend . When I heard this my heart sank because I didn ' t expect that my own good friend could do such a thing , so I got angry .",anger
5780,"I was physically assaulted and sexually abused about a year ago . Just the feeling that I might not get away intact , or even alive , produced fear .",fear
1559,"When I was walking on the street , a group of drunk , bawling young people approached .",fear
324,"When a member of the family complains about the food that is served , it disgusts me .",disgust
2519,I felt fear some months ago of losing the person whom I loved when she said to me that she didn ' t love me .,fear
2288,"When I was a little girl about eight years old I broke the bey from a closed . Mother asked who did it . I said that it wasn ' t me , as I almost never lied , and my brother did it more frequently in spite my brother denieing it my mother gave him a few slaps .",guilt
804,Fearing the use of power or reprimands when I belong to the minority .,fear
4959,"When I could not reason my friend , it angered me .",anger
5625,A person I was attracted to walked me home in the rain and got sick .,guilt
5677,When a close friend did not write .,anger
3043,Two years ago I saw a film on the TV . Even now it makes me afraid .,fear
3360,When I was finally able to return to a job that I enjoyed doing after several months absence ( I was not needed during this time ) .,joy
720,"When my father managed to begin a "" new life "" after the divorce from my mother ; resulting in a new little sister for me .",joy
1242,The cat of my landlady escaped through the window which I had left open .,guilt
2040,"When I heard that one of my good friends , when at a party , had got herself involved with some very undesirable characters and was experimenting with drugs .",disgust
7574,I borrowed my classmate ' s notebook one week before the examination and I promised to give it back to her in two days time . I was very busy at that time and forgot many things ; as I was not very often at home she could not contact me . When I started my revision I realized that her notebook had been on my desk for five days . I contacted her immediately and gave it back to her . Though she did not say anything I felt very guilty .,guilt
4426,On a dark night I felt that there were several people near me and I did not know who they were .,fear
3932,When a good friend of me told me one evening that she didn ' t want to live anymore .,fear
3838,My sister and brother in law returned from Sri Lanka where they adopted a child . I went to pick them up at the airport .,joy
4411,When I received some good news : I obtained an amount of money I needed to buy something I had been planning to buy .,joy
1062,"I was alone at home and I could hear odd noises coming from above our bedroom . I knew that nobody lived there since it was an office . I got frightened ( later I was given a "" natural "" explanation ) .",fear
4397,When I came across an old friend whom I had not seen for a very long time .,joy
4907,"When I "" passed out "" a female friend of mine for no apparent reason . I was under the influence of drugs and when I am like that I get mad at anyone , however small the provocation .",guilt
2104,When my friends were rude to a girl .,shame
171,"When I was accepted as a student at the college , not having thought it possible .",joy
3471,At the age of 12 ( or so ) I stole from a Ranger ' s fruit tree an apple . ( And eventually was compelled to confess - Dostoersky would like this ) .,guilt
4822,When I failed my grade 7 exam at the first attempt in 1975 . My father and the entire family thought that I was finished in life . I really felt like hiding .,shame
2405,"I had a driver licence but I didn ' t drive for a long time , than I started to drive again , and had to get into hard transit and highways .",fear
4768,I was very happy when I discovered that I had passed my first year examination and was among the thirty students who would major in economics .,joy
634,[ No response . ],shame
5157,When I felt powerless to help the poor or when I don ' t know how to .,sadness
4750,When I realized that I did not have the basic things needed by a student like me .,sadness
6791,When a certain drunk man slapped my buttocks when I was quietly standing waiting for a bus .,shame
4041,We had made an appointment to complete together a piece of work . It appeared that I was the only one who hadn ' t prepared anything .,shame
7251,Being chased in the dark by someone I did not know .,fear
3235,"This occurred when my girlfriend and I have to finish our relationship due to some circumstances between her and her family . I was really sad , hurt and couldn ' t really find any reason why am I still living . Is this life is all about ? This was one of few question which crept up vividly every time I thought about what had happened .",sadness
6194,The day my fiancee told me that it was bad that I could not write my mother tongue .,shame
2246,"When I felt I had let my parents down , especially my mother , by having sexual intercourse for the first time , and a few times after that . Also , when I went on the Pill .",guilt
6680,I was angry when someone stole a magazine which I had borrowed from another friend and locked it in a drawer .,anger
6185,Once I had an argument with my friends and I knew that I was right . My friends went on arguing with me even though they did not know the right thing .,anger
6171,During the short period of my unemployment about six years back .,anger
3901,After I saw my family and good friends back after staying one year in a foreign country .,joy
1077,My mother carried on using mental pressure concerning something which was serious and a real burden to me .,anger
4520,"I found a cockroach crushed between two folders in my bedroom , I called my mother .",disgust
5191,When I got 1 mark in an Abnormal Psychology exam .,shame
3938,When my boyfriend and I went out for a dinner and subsequently went to his family . We had a very nice evening .,joy
5104,When my girl told me that she loved me more than any male creature on earth and that I would be the only one in her heart for all her life .,joy
3294,When someone I had had a relationship ( purely sexual ) with came up to me after I had used her and acted as if nothing had changed .,disgust
4525,My parents scolded me a lot for something I had not done . It was my sister who had done it .,anger
739,When the cast general election resulted in Norway getting a conservative government .,shame
5411,When I did not concentrate on my studies despite my mother ' s help and cooperation .,guilt
2973,Before an exam in logics .,fear
5560,I applied for a job of GALSO counselor and I made the strongest possible application but was denied an interview . I felt disgusted at the system which by promoting the cause of minorities makes employing whites lowest priority .,disgust
4085,When I first saw a person begging .,anger
4303,When a friend of mine told me that he was going to commit suicide .,sadness
4601,"When I was about six years old , I mistook a cat for a leopard when it entered my room at night .",fear
7224,Misunderstood by friends .,anger
582,I was riding with a friend in his car . At a speed of 120 km / h on the snow - covered motorway I would have liked to get out .,fear
7215,Getting into this university to do medicine .,joy
3513,When I had to lie to my boyfriend so that he wouldn ' t suspect I ' d bought him a xmas present as expensive as I had .,guilt
2286,Returning home in the late afternoon I saw an indecent act made by a man with the purpose that I saw it .,disgust
7433,My teacher said that being university studets we did not have any self - initiative or self - control .,shame
4365,I was watching a sad film and it affected me deeply .,sadness
3092,The loss of a close relative who was ill with cancer .,sadness
4013,When I made acquaintance with the parents of my boyfriend for the first time . They spoke Limburgian ( a dutch dialect ) and one of my first remarks was that I disliked Limburgian dialect .,shame
4003,"My father called me ( behind my mother ' s back ) and told me that my mother disapproved my behavior in the weekend . However , he didn ' t tell me the details and left me with unanswered questions .",anger
1464,"It happened when I still went to school : I got closer to a girl but I considered it only as an "" affair "" . Only much later I realized how painful this must have been for the girl .",guilt
156,Having been angry and unpleasant towards my parents .,guilt
5948,"A few months ago when I was teaching , I suddenly became very angry at the children and slapped some of them .",anger
2624,"Walking on the street passing by an air duct , my skirt went up .",shame
1938,My current lover and I had been very busy with work and study and had not had time alone together for almost a month until one afternoon recently when we made love for hours and then showered and ate together .,joy
6341,"[ I am quite shameless , not applicable . ]",shame
158,"When my sister had the still born child , she was emotionally very deep down , and it took her a long time to recover .",fear
1935,Disgust with myself for consistently making foolish errors in communicating with others ( asking for 1 / 2 Kg of nuts when I only wanted 50 g ) .,disgust
3181,I had to tell someone that I was interested in remaining celibate and alone . And that my spiritual master strictly prohibited sexual relations outside of marriage . This caused great fear through lack of conviction afraid to hurt someone ' s feelings despite my own being hurt in the process .,fear
1087,The morning after a wild party .,shame
2750,They wanted something to happen but I didn ' t .,anger
820,When the gear broke on my car .,sadness
7083,Reading a horror story alone .,fear
1850,"When I wanted to go into a house , there was suddenly a big dog standing beside me . It was hardly moving , but I did not know how it would react later on .",fear
216,[ No response . ],shame
866,"Receiving close friends form abroad , whom I hadn ' t seen for years .",joy
972,"When I saw Russian roulette on TV . ( obviously the movie "" Deer hunter "" )",fear
5082,I had stopped talking to a very close friend of mine . A week later he came over to try and make friends with me again and from the way he talked I felt that he was a very mean preson .,guilt
4022,When my boyfriend and I experience something nice or when we have made a nice walk together .,joy
5020,When I qualified for form I . I was one of the three pupils who qualified for form I that year .,joy
2335,Disgust of drunkers and of blood .,disgust
5301,"When I blamed my failure to the bias and favouritism in the marking system , in fact I had not worked hard enough .",shame
6407,When I was told to attend an operation in theatre .,fear
2039,"I was terribly upset when my kitten got hit by a car . He didn ' t die , but for several weeks we thought he might have to be put down .",sadness
4979,When I was walking around all alone at night .,fear
6699,The time I learnt that I had passed my Malawi School leaving Certificate Examinations .,joy
2945,Some months ago my wife gave birth to twin sisters . She had no idea of looking after babies and she felt quite oppressed . The fact that I couldn ' t help her caused grief to me .,sadness
7015,Being put down by the class leaders .,anger
4332,They asked me to throw the rubbish into a dustbin which had some awful liquid accumulated at the bottom .,disgust
5903,I had always been first in my class and in the preliminary board exams I scored the highest marks . Then the exams were postponed and I neglected my studies as I was confident . However when the final results came out I felt ashamed as I had scored less than 60 % marks and my rank in the class was fifth or sixth .,shame
4585,When I arrived home late at night . I know that my mother gets worried and this made me feel angry .,guilt
5327,When my grandmother passed away .,sadness
5035,Whhen the front tyre of the car burst .,fear
1947,The mother of a person with whom we had been sharing a housing accused me of trying to rip her off over payment of bills in the house .,anger
1718,"My parents are divorced , father pays alimony for me . Two years ago my sister who lives with father , suddenly asked mother for money . As she considered the amount of money my mother offered her too small , she brought an action against mother . I was terribly angry with my sister .",anger
6097,"I had this feeling before my graduation and never dared to speak to my relatives and friends . Because of this feeling I would avoid situations , however I do not know the reason for this .",shame
1688,On New Year ' s Eve I went in a disco with friends . I amused myself and got to know many other people .,joy
2728,I was given the task to learn a page of music text for a small part . But I had forgotten all about it and I felt quite awkward when I had to show what I had prepared .,shame
2587,"The same event described under "" shame "" .",guilt
2159,I felt it when I was at home and saw a discussion without sense between my parents .,sadness
1558,A person whom I had not seen for a long time called me and invited me for a party .,joy
3431,"When I had to give a speech about some historical event , to an audiece of about 200 people my own age whom I did not know .",fear
2886,When I understood that I was admitted to the University .,joy
1048,"Years ago , on my way to school by the forest path I came across an exhibitionist .",fear
963,"On Reberbahn , I was in a "" restaurant "" where drinks were overpriced . I did not ask for the prices beforehand , and when the bill came I could not pay the bill .",guilt
3957,When I didn ' t meet an appointment I had made . The person phoned me but I thought of something ( I told I was ill ) so that I didn ' t have to go .,shame
2464,"My mother was ill and asked me to prpare our lunch . I went to do it , and while I was working , she stayed behind me telling what I had , or not to do . I asked her to stop meddling , and to go to bed . When I went to ask for help to my sister , my mother said that I was proud , that I asked for help only when I wanted and that I wasn ' t able to cook by myself .",anger
4803,When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges .,joy
1855,"When I was driving my car , I wanted to pick something from the floor of the car and drove into the guide - rail . I thought that I should not have done that and felt guilty .",guilt
4806,When my close friend was involved in an accident and passed away instantly . He had gone to buy a new car and had asked me to wait at his home so that I could see his new car .,sadness
2771,I experience that feeling when I am unsulted without deserving it or when someone deceives me .,anger
4371,When I had an argument with my best friend and I thought that I was right and she was not .,anger
5817,When I learned that my dad had cancer . I knew he was going to the hospital for some tests . My mom told me when she picked me up one weekend from CAL to take me home .,sadness
6968,Getting ill .,fear
7543,I am a Christian but I cannot find any meaning in life . It seems that I am deceiving myself but I cannot find the way out .,sadness
480,At work a boy was injured because of my lack of supervision .,guilt
3898,A teacher was very blunt in his relation to a child so that the child was very upset when arriving at home .,disgust
966,"While in the army , I was treated unfairly by my superiors . I was held responsible for a deed of which I was innocent .",anger
347,I stole a coconut cake from a reception table and when I put in my mouth I realized that the host was watching me .,guilt
6583,I had received bad news informing me that grandmother and grandfather had passed away . The first one to die was my grandmother and after two days grandfather died too .,sadness
5836,Speaking in front of a large group of people .,fear
1321,"When my little brother asked me to play with him , I told him that I had no time and that I would play with him the next day . However , the next day I said the same thing .",guilt
4021,Yesterday my boyfriend and I wanted to play billiards . However there were boys playing ( 5 times ) . My boyfriend then is fed up and chagrined . In such case I think it is my fault .,guilt
382,When my husband talked about the restrictions he will have to accept in his life to make our marriage work . I felt that it was directed at me as it was me who had demanded the changes . We were with a marriage counsellor then .,guilt
1397,"Recently a good friend only called me when he needed something . He never said "" please "" or "" thank you "" or any other kind word .",anger
7389,"When I learnt that I had to repeat the first year , I found the solution immediately but was blocked by many difficulties .",sadness
1554,When my grandmother died . I had a very deep relation to her ( I lived with her for several years ) .,sadness
4141,"During a trivial ( friendly ) discussion , one of the participants made an intervention which made me feel uncomfortable .",anger
4685,When I broke the window pane of my next door neighbour ' s house .,fear
2045,"At a school dance when my supposed "" best friend "" kept walking away from me whenever I came near her .",anger
452,When I was forced to decline the invitation to my mother ' s 70th birthday because of my work committments in another area .,guilt
5374,The first time that I saw a dead person . This was when I started my gross anatomy practicals .,fear
1024,My parents inherited an appartment and this made them behave in a peculiar manner .,disgust
6618,When I heard that my friend had started drinking beer .,sadness
3170,"Disgust for a person who treated me badly , and has treated other people similarly - including lying , hiding facts , being deceitful , unfair , etc .",disgust
7313,The death of my father .,sadness
1070,"I am a school teacher . One of the classes does not obey me at all , keeps on talking , does no work . One afternoon , everything went wrong , and I got exceedingly angry .",anger
1004,I slandered a person behind his back and he got to know about it .,shame
6286,"I felt guilty when I read an advertisement for a job as a chemist in the newspaper and when my friend asked me if I had applied for that job , I told him that I had not even seen the paper of that day .",guilt
6094,"One day my elder brother badly scolded my father . This was the first time that I heard such abusive language from my brother . I requested him humbly not to use this kind of language but he did not care for what I was saying . Finally I picked up an axe to use against him , in the meanwhile people intervened .",anger
3915,When I made the winning goal during a very important football game .,joy
2918,From the cigarette smoke . Usually I feel disgust from it when I am in a restaurant .,disgust
6,When I caused problems for somebody because he could not keep the appointed time and this led to various consequences .,guilt
6916,A boy in my class talking too loud in the lecture .,disgust
1061,My joy was the joy of meeting again . My husband came home after having been away for weeks ( for work ) . I was on the railway station to meet him .,joy
2499,"I felt anger when I saw that I was being misleaded by my boyfriend , he went out with other girls . I felt anger for his falsity .",anger
5141,"I bought something and the shopkeeper gave me more change , I realized this after I had left the shop and was on the bus - stop - and I then needed the money .",guilt
6882,Not quick enough to help the lectors to catty things for the lecture .,shame
1860,When I broke the piggy bank of my brother and my mother discovered that .,shame
7328,"Once when I had started to write a paper , there was a phone call for me . I had to go downstairs to receive it and after the conversation I discovered that all the information had disappeared from my mind .",disgust
837,"Borrowing a car , and then having a minor accident ( breaking a headlight ) .",guilt
7178,I am chosen for the English lectures instead of my good friend and people told me that girls are more likely to be chosen .,shame
1575,"After failing a second attempt at Med 4 , following a number of difficult personal circumstances .",shame
5202,"[ It irritates me when people talk about me behind my back . I prefer people to tell me what they have to , on my face instead of talking behind my back . ]",anger
909,Being close to drowning .,fear
4390,When I fell crazily in love with a beautiful girl and she returned my love .,joy
399,"When I tried to explain to a plumber , face to face , that the toilet was broken and he did not believe it ( it had been mended ten times ) .",anger
5072,"My father resigned from work , and soon after this his elder brother died . The next day my granny died ( my mother ' s mother ) . My dad remains the only living member of his family .",sadness
7533,It was the first time I met him ( my boyfriend Mr . W ) . It was during the first term Summer vacations . We met each other while handing in our homework . He invited me have a trip with him and we were together till 8 P . M .,joy
6600,After I had cheated my parents that I had lost my textbooks so they had to send me money .,guilt
6914,A friend forgot his appointment with me .,anger
5455,"Did not pick up a water mellon skin , someone slipped on it .",guilt
1795,When my mother kept me in leading - strings .,anger
6821,"I was selected to come here ( University , College ) when I was least expecting it .",joy
5590,When I was about 17 years old and I stole some pens from a stationery store because I didn ' t have enough money .,guilt
2016,"Car accident . Travelling as a passenger along narrow bitumen road at night - trying to overtake semi - trailer . The truck pulled over onto our side and we hit the wet dirt , swerved back into the truck , back onto the verge , over a guide post and into a ditch .",fear
4780,"When I was leaving home I decided to leave without saying good - bye to my young brother . My brother saw me and said , "" Will you not say good - bye to me ? "" He is only 31 / 2 years old .",shame
7011,Not being able to argue against class leaders .,shame
5592,First day back on the job .,fear
7506,"One day when I was a little boy , my friends asked me to play with them outside and to catch some boys . However our parents did not know that we were out and when I got home it was very late and I feared being scolded by my parents .",fear
